CUSTID,REGION
24067,South
24068,East
24069,North
24070,North
24071,East
24072,North
24073,East
24074,East
24075,West
24076,East
24077,East
24078,West
24079,South
24080,North
24081,East
24082,West
24083,East
24084,South
24085,North
24086,West
24087,South
24088,South
24089,West
24090,West
24091,West
24092,South
24093,East
24094,West
24095,North
24096,South
24097,North
24098,East
24099,East
24100,South
24101,South
24102,West
24103,West
24104,North
24105,North
24106,South
24107,North
24108,West
24109,West
24110,North
24111,North
24112,East
24113,South
24114,West
24115,North
24116,West
24117,East
24118,West
24119,South
24120,West
24121,West
24122,West
24123,West
24124,South
24125,East
24126,North
24127,North
24128,East
24129,North
24130,West
24131,North
24132,South
24133,West
24134,South
24135,North
24136,North
24137,East
24138,East
24139,North
24140,North
24141,East
24142,North
24143,East
24144,North
24145,West
24146,West
24147,South
24148,South
24149,South
24150,North
24151,West
24152,West
24153,South
24154,West
24155,West
24156,West
24157,South
24158,East
24159,North
24160,East
24161,North
24162,North
24163,South
24164,West
24165,South
24166,South
24167,West
24168,West
24169,East
24170,South
24171,North
24172,North
24173,West
24174,North
24175,South
24176,North
24177,East
24178,North
24179,North
24180,South
24181,West
24182,South
24183,South
24184,North
24185,North
24186,West
24187,West
24188,East
24189,West
24190,South
24191,West
24192,South
24193,South
24194,West
24195,South
24196,West
24197,West
24198,East
24199,East
24200,West
24201,North
24202,East
24203,North
24204,North
24205,East
24206,East
24207,North
24208,West
24209,North
24210,East
24211,North
24212,West
24213,North
24214,West
24215,North
24216,East
24217,East
24218,South
24219,South
24220,South
24221,South
24222,North
24223,North
24224,South
24225,East
24226,West
24227,South
24228,West
24229,South
24230,East
24231,East
24232,South
24233,East
24234,North
24235,North
24236,South
24237,South
24238,South
24239,East
24240,West
24241,South
24242,South
24243,South
24244,South
24245,South
24246,East
24247,North
24248,East
24249,West
24250,East
24251,North
24252,East
24253,East
24254,South
24255,West
24256,South
24257,South
24258,West
24259,South
24260,South
24261,East
24262,South
24263,South
24264,West
24265,West
24266,West
24267,North
24268,North
24269,East
24270,East
24271,North
24272,East
24273,North
24274,North
24275,North
24276,South
24277,West
24278,North
24279,North
24280,West
24281,South
24282,North
24283,East
24284,South
24285,South
24286,South
24287,North
24288,South
24289,East
24290,South
24291,South
24292,West
24293,South
24294,South
24295,North
24296,East
24297,East
24298,North
24299,South
24300,South
24301,South
24302,West
24303,East
24304,East
24305,East
24306,North
24307,North
24308,South
24309,East
24310,North
24311,East
24312,East
24313,North
24314,North
24315,East
24316,South
24317,North
24318,North
24319,South
24320,West
24321,South
24322,East
24323,East
24324,North
24325,East
24326,West
24327,West
24328,West
24329,East
24330,East
24331,West
24332,North
24333,North
24334,North
24335,East
24336,West
24337,West
24338,South
24339,West
24340,North
24341,South
24342,South
24343,East
24344,West
24345,East
24346,East
24347,North
24348,South
24349,North
24350,West
24351,North
24352,East
24353,South
24354,West
24355,West
24356,South
24357,West
24358,East
24359,East
24360,North
24361,East
24362,North
24363,West
24364,North
24365,East
24366,East
24367,South
24368,East
24369,North
24370,East
24371,East
24372,East
24373,East
24374,West
24375,West
24376,East
24377,East
24378,West
24379,South
24380,North
24381,South
24382,South
24383,East
24384,West
24385,East
24386,South
24387,South
24388,West
24389,East
24390,South
24391,South
24392,West
24393,North
24394,West
24395,South
24396,West
24397,South
24398,West
24399,West
24400,East
24401,North
24402,South
24403,South
24404,North
24405,North
24406,South
24407,South
24408,North
24409,West
24410,West
24411,South
24412,South
24413,West
24414,West
24415,North
24416,North
24417,West
24418,South
24419,East
24420,South
24421,West
24422,West
24423,East
24424,West
24425,East
24426,South
24427,East
24428,South
24429,North
24430,West
24431,West
24432,South
24433,West
24434,West
24435,East
24436,West
24437,South
24438,North
24439,East
24440,North
24441,East
24442,North
24443,South
24444,North
24445,North
24446,East
24447,West
24448,West
24449,South
24450,West
24451,South
24452,East
24453,East
24454,West
24455,South
24456,East
24457,South
24458,South
24459,East
24460,West
24461,North
24462,South
24463,East
24464,South
24465,West
24466,East
24467,North
24468,West
24469,South
24470,West
24471,South
24472,West
24473,West
24474,South
24475,South
24476,North
24477,West
24478,West
24479,North
24480,West
24481,East
24482,West
24483,East
24484,West
24485,North
24486,West
24487,South
24488,North
24489,North
24490,South
24491,North
24492,East
24493,East
24494,East
24495,North
24496,West
24497,North
24498,North
24499,West
24500,North
24501,North
24502,East
24503,North
24504,South
24505,East
24506,South
24507,South
24508,South
24509,East
24510,West
24511,West
24512,West
24513,East
24514,South
24515,East
24516,North
24517,North
24518,West
24519,North
24520,West
24521,West
24522,East
24523,South
24524,East
24525,North
24526,West
24527,South
24528,East
24529,North
24530,East
24531,North
24532,North
24533,South
24534,West
24535,North
24536,South
24537,South
24538,West
24539,North
24540,West
24541,East
24542,North
24543,North
24544,West
24545,East
24546,East
24547,North
24548,East
24549,West
24550,West
24551,West
24552,West
24553,South
24554,East
24555,North
24556,South
24557,East
24558,East
24559,East
24560,East
24561,East
24562,East
24563,West
24564,West
24565,East
24566,North
24567,North
24568,South
24569,South
24570,East
24571,West
24572,West
24573,East
24574,North
24575,North
24576,South
24577,South
24578,North
24579,North
24580,West
24581,West
24582,North
24583,West
24584,North
24585,North
24586,North
24587,West
24588,East
24589,South
24590,North
24591,South
24592,North
24593,South
24594,South
24595,West
24596,West
24597,East
24598,West
24599,East
24600,South
24601,West
24602,East
24603,South
24604,South
24605,North
24606,North
24607,North
24608,South
24609,South
24610,South
24611,West
24612,East
24613,South
24614,West
24615,South
24616,West
24617,East
24618,West
24619,South
24620,East
24621,West
24622,South
24623,South
24624,North
24625,East
24626,North
24627,West
24628,East
24629,South
24630,South
24631,North
24632,East
24633,West
24634,North
24635,West
24636,South
24637,East
24638,North
24639,North
24640,South
24641,East
24642,North
24643,South
24644,South
24645,East
24646,South
24647,South
24648,North
24649,North
24650,East
24651,South
24652,West
24653,North
24654,North
24655,South
24656,North
24657,East
24658,North
24659,West
24660,South
24661,North
24662,West
24663,South
24664,East
24665,East
24666,North
24667,South
24668,East
24669,West
24670,South
24671,North
24672,South
24673,North
24674,South
24675,South
24676,North
24677,North
24678,South
24679,West
24680,East
24681,North
24682,West
24683,North
24684,South
24685,North
24686,North
24687,South
24688,North
24689,West
24690,North
24691,West
24692,East
24693,South
24694,East
24695,East
24696,South
24697,West
24698,West
24699,West
24700,South
24701,East
24702,North
24703,West
24704,East
24705,East
24706,South
24707,North
24708,South
24709,South
24710,South
24711,North
24712,East
24713,South
24714,East
24715,East
24716,West
24717,West
24718,West
24719,West
24720,North
24721,South
24722,North
24723,East
24724,South
24725,North
24726,West
24727,North
24728,North
24729,South
24730,East
24731,North
24732,East
24733,West
24734,South
24735,North
24736,South
24737,West
24738,East
24739,North
24740,North
24741,West
24742,West
24743,North
24744,East
24745,North
24746,South
24747,South
24748,East
24749,North
24750,South
24751,North
24752,North
24753,West
24754,West
24755,North
24756,North
24757,North
24758,South
24759,East
24760,South
24761,West
24762,South
24763,North
24764,North
24765,East
24766,South
24767,West
24768,North
24769,East
24770,North
24771,East
24772,East
24773,East
24774,North
24775,South
24776,East
24777,South
24778,East
24779,North
24780,East
24781,West
24782,North
24783,South
24784,North
24785,East
24786,South
24787,North
24788,South
24789,East
24790,South
24791,South
24792,East
24793,South
24794,West
24795,East
24796,South
24797,East
24798,West
24799,East
24800,North
24801,South
24802,North
24803,West
24804,West
24805,East
24806,North
24807,East
24808,North
24809,East
24810,North
24811,East
24812,West
24813,South
24814,East
24815,South
24816,South
24817,East
24818,North
24819,South
24820,North
24821,North
24822,North
24823,North
24824,North
24825,West
24826,East
24827,East
24828,South
24829,East
24830,West
24831,North
24832,West
24833,East
24834,North
24835,South
24836,North
24837,East
24838,West
24839,East
24840,North
24841,South
24842,North
24843,West
24844,East
24845,West
24846,North
24847,West
24848,West
24849,North
24850,East
24851,South
24852,West
24853,East
24854,West
24855,West
24856,South
24857,North
24858,South
24859,West
24860,North
24861,East
24862,North
24863,North
24864,East
24865,North
24866,East
24867,North
